Priority,State,County,Action,Phone,Email,Website,Instructions,Status,Notes,Date Completed
HIGH,HI,Honolulu County,EMAIL_FOIA,(808) 768-3799,bfsrpmailbox@honolulu.gov,https://realproperty.honolulu.gov/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Honolulu County, Hawaii. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,HI,Kalawao County,EMAIL_FOIA,(808) 587-1540,Tax.Directors.Office@hawaii.gov,https://tax.hawaii.gov/contact,"Send FOIA email requesting current excess proceeds/surplus funds list for Kalawao County, Hawaii. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,HI,Kauai County,EMAIL_FOIA,(808) 241-4224,rpassessment@kauai.gov,https://www.kauai.gov/Government/Departments-Agencies/Finance/Real-Property-Tax/Assessment,"Send FOIA email requesting current excess proceeds/surplus funds list for Kauai County, Hawaii. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,HI,Maui County,PHONE_REQUEST,(808) 984-8500,,https://tax.hawaii.gov/contact,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,ID,Ada County,EMAIL_FOIA,(208) 287-7200,assessors@adacounty.id.gov,https://adacounty.id.gov/assessor/about-us/contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Ada County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,ID,Adams County,EMAIL_FOIA,(208) 253-4561,sswift@co.adams.id.us,https://www.co.adams.id.us/departments/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Adams County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,ID,Bannock County,EMAIL_FOIA,(208) 236-7260,commission@bannockcounty.gov,https://www.bannockcounty.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Bannock County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,ID,Bear Lake County,EMAIL_FOIA,(208) 945-2155,jjensen@bearlakecounty.id.gov,https://www.bearlakecounty.info/assessor.html,"Send FOIA email requesting current excess proceeds/surplus funds list for Bear Lake County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,ID,Benewah County,EMAIL_FOIA,(208) 245-2821,dspier@benewahcounty.org,https://www.benewahcountyid.gov/departments/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Benewah County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Bingham County,PHONE_REQUEST,(208) 785-8040,,https://www.binghamid.gov/departments/staff_directory/assessorsoffice,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,ID,Blaine County,EMAIL_FOIA,(208) 788-5535,jwilliams@co.blaine.id.us,https://www.co.blaine.id.us/1240/Blaine-County-Assessor-Data-Report,"Send FOIA email requesting current excess proceeds/surplus funds list for Blaine County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Boise County,PHONE_REQUEST,(208) 392-4957,,https://www.boisecounty.us/services/treasurer,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,ID,Bonner County,EMAIL_FOIA,(208) 265-1440,assessors@bonnercountyid.gov,https://www.bonnercountyid.gov/AssessorContactOurOffice,"Send FOIA email requesting current excess proceeds/surplus funds list for Bonner County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Bonneville County,EMAIL_FOIA,(208) 529-1320,BCExemptions@BonnevilleCountyIdaho.gov,https://www.bonnevillecountyidaho.gov/administration/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Bonneville County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Boundary County,PHONE_REQUEST,(208) 267-3301,,http://boundarycountyid.org/site-page/assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,ID,Butte County,EMAIL_FOIA,(208) 527-8288,hstandlee@buttecountyid.us,https://buttecountyid.us/officials/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Butte County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Camas County,EMAIL_FOIA,(208) 764-2370,assessor@camascounty.id.gov,https://camascounty.id.gov/departments-2/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Camas County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Canyon County,EMAIL_FOIA,(208) 454-7431,2cAsr@canyoncounty.id.gov,https://www.canyoncounty.id.gov/elected-officials/assessor/contact-assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Canyon County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,ID,Caribou County,EMAIL_FOIA,(208) 547-4749,acook@co.caribou.id.us,https://www.cariboucounty.us/departments/assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Caribou County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Cassia County,EMAIL_FOIA,(208) 878-3540,madams@cassia.gov,https://www.cassia.gov/assessor-contacts,"Send FOIA email requesting current excess proceeds/surplus funds list for Cassia County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Clark County,EMAIL_FOIA,(208) 374-5404,mona@clarkcountyarkansas.com,https://clarkcountyar.gov/assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Clark County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Clearwater County,PHONE_REQUEST,(208) 476-7042,,https://www.clearwatercounty.org/contact_us/index.php,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,ID,Custer County,EMAIL_FOIA,(208) 879-2330,custert@custertel.net,https://custercountyidaho.org/departments/executive/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Custer County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Elmore County,PHONE_REQUEST,(208) 587-2126,,https://elmorecounty.org/treasurer-tax-collector,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,ID,Franklin County,EMAIL_FOIA,(208) 852-1091,assessor@fcidaho.us,https://www.franklincountyidaho.org/departments/assessor.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Franklin County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Fremont County,PHONE_REQUEST,(208) 624-7200,,https://www.fremontcountyid.gov/157/Assessors-Office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,ID,Gem County,EMAIL_FOIA,(208) 365-2982,gcainfo@co.gem.id.us,https://www.gemcounty.org/departments_offices/county_assessor/index.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Gem County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Gooding County,EMAIL_FOIA,(208) 934-5666,jbaldwin@goodingcountyid.gov,https://www.goodingcounty.org/150/Assessors-Office,"Send FOIA email requesting current excess proceeds/surplus funds list for Gooding County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Idaho County,EMAIL_FOIA,(208) 983-2801,ahudson@idahocounty.org,https://idahocounty.org/planb/treasurer,"Send FOIA email requesting current excess proceeds/surplus funds list for Idaho County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,ID,Jefferson County,PHONE_REQUEST,(208) 745-9215,,https://www.jcgov.us/directory.aspx?did=6,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,ID,Jerome County,PHONE_REQUEST,(208) 644-2740,,https://www.jeromecountyjail.org/149/Assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,ID,Kootenai County,EMAIL_FOIA,(208) 446-1500,kcassr@kcgov.us,https://www.kcgov.us/176/Assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Kootenai County, Idaho. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,MD,Anne Arundel County,EMAIL_FOIA,(410) 222-1144,sdat.cscc@maryland.gov,https://www.aacounty.org/finance/contact-finance,"Send FOIA email requesting current excess proceeds/surplus funds list for Anne Arundel County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,MD,Baltimore County,EMAIL_FOIA,(410) 887-3313,sdat.som@maryland.gov,https://dat.maryland.gov/realproperty/pages/maryland-assessment-offices.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Baltimore County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
HIGH,MD,Baltimore city,PHONE_REQUEST,(410) 396-4940,,https://finance.baltimorecity.gov/finance-contact,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,MD,Calvert County,PHONE_REQUEST,(410) 535-1600,,https://www.calvertcountymd.gov/174/Treasurers-Office,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
HIGH,MD,Caroline County,PHONE_REQUEST,(410) 479-0410,,https://www.tax-rates.org/maryland/property-tax/caroline-county-assessor,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,MD,Carroll County,EMAIL_FOIA,(410) 386-2971,cctaxoffice@carrollcountymd.gov,https://www.carrollcountymd.gov/policies-forms/contact-carroll-county-government,"Send FOIA email requesting current excess proceeds/surplus funds list for Carroll County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Cecil County,EMAIL_FOIA,(410) 996-8050,sdat.cec@maryland.gov,https://www.tax-rates.org/maryland/property-tax/cecil-county-assessor,"Send FOIA email requesting current excess proceeds/surplus funds list for Cecil County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Charles County,PHONE_REQUEST,(301) 645-0685,,https://www.charlescountymd.gov/government/fiscal-and-administrative-services/treasury-taxes,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,MD,Dorchester County,PHONE_REQUEST,(410) 228-4343,,https://www.countyoffice.org/dorchester-county-assessment-office-cambridge-md-594,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,MD,Frederick County,EMAIL_FOIA,(301) 600-1111,treasuryquestions@frederickcountymd.gov,https://www.frederickcountymd.gov/69/Treasury,"Send FOIA email requesting current excess proceeds/surplus funds list for Frederick County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Garrett County,EMAIL_FOIA,(301) 334-1965,taxoffice@garrettcounty.org,https://www.garrettcountymd.gov/financial-services/billing-collections/please-contact-us,"Send FOIA email requesting current excess proceeds/surplus funds list for Garrett County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Harford County,PHONE_REQUEST,(410) 638-3269,,https://www.harfordcountymd.gov/649/Payment-Options,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
MEDIUM,MD,Howard County,EMAIL_FOIA,(410) 313-2195,customerservice@howardcountymd.gov,https://www.countyoffice.org/howard-county-treasurers-office-ellicott-city-md-6d8,"Send FOIA email requesting current excess proceeds/surplus funds list for Howard County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Kent County,EMAIL_FOIA,(410) 778-1410,TaxOffice@kentcountyde.gov,https://dat.maryland.gov/realproperty/pages/kent-county-reassessment-areas.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Kent County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
MEDIUM,MD,Montgomery County,PHONE_REQUEST,(240) 777-8860,,https://marylandcountyoffices.com/montgomery/treasurer-tax-collector-offices,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,MD,Prince George's County,EMAIL_FOIA,(301) 952-4030,tax_inquiry@co.pg.md.us,https://www.princegeorgescountymd.gov/departments-offices/finance/taxes/property-taxes,"Send FOIA email requesting current excess proceeds/surplus funds list for Prince George's County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,MD,Queen Anne's County,PHONE_REQUEST,(410) 758-0414,,https://interactive.marylandtaxes.gov/Individuals/Extension,Call county office and request excess proceeds list. Ask: 1) Do you have an excess proceeds or surplus funds list? 2) Can you email it to claim@usforeclosurerecovery.com? 3) Is it available online?,NOT STARTED,,
LOW,MD,Somerset County,EMAIL_FOIA,(410) 651-0440,taxcollections@somersetmd.us,https://www.somersetmd.us/departments/departments_-_a_-_m/finance/tax_collections.php,"Send FOIA email requesting current excess proceeds/surplus funds list for Somerset County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,MD,St. Mary's County,EMAIL_FOIA,(301) 475-4200,csmc@stmaryscountymd.gov,https://www.stmaryscountymd.gov/contactdirectory,"Send FOIA email requesting current excess proceeds/surplus funds list for St. Mary's County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
LOW,MD,Talbot County,EMAIL_FOIA,(410) 819-5920,sdat.cscc@maryland.gov,https://dat.maryland.gov/realproperty/pages/talbot-county-reassessment-areas.aspx,"Send FOIA email requesting current excess proceeds/surplus funds list for Talbot County, Maryland. Ask for Excel/PDF format. Template in county_email_outreach.py.",NOT STARTED,,
